Service Domain ID,Service Domain Name,Focus Object,Applicability,Primary Control Record Candidate,Rationale,Stateful,Business Object Available,Service Operations Available,Business Events Available,Scenarios Available,Recommended Action,Review Status
RAIA-SD-116,"Diseño de Portafolio Objetivo","Objeto de Diseño de Portafolio Objetivo",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-117,"Ejecución de Operaciones","Objeto de Ejecución de Operaciones",primary-control-record,Yes,"Administra una transacción u objeto lógico de negocio crítico con estados definidos por ley.",Yes,Yes,Yes,Yes,Yes,CREATE,validated
RAIA-SD-118,"Custodia de Valores","Objeto de Custodia de Valores",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-119,"Liquidación de Operaciones","Objeto de Liquidación de Operaciones",primary-control-record,Yes,"Administra una transacción u objeto lógico de negocio crítico con estados definidos por ley.",Yes,Yes,Yes,Yes,Yes,CREATE,validated
RAIA-SD-120,"Acciones Corporativas","Objeto de Acciones Corporativas",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-121,"Administración de Derivados","Objeto de Administración de Derivados",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-122,"Gestión de Liquidez","Objeto de Gestión de Liquidez",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-123,"Préstamo de Valores","Objeto de Préstamo de Valores",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-124,"Gestión de Contrapartes","Objeto de Gestión de Contrapartes",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-125,"Gestión de Instrucciones de Inversión","Objeto de Gestión de Instrucciones de Inversión",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-126,"Valuación de Instrumentos","Objeto de Valuación de Instrumentos",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-127,"Valuación de Portafolio","Objeto de Valuación de Portafolio",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-128,"Riesgo de Inversión","Objeto de Riesgo de Inversión",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-129,"Cumplimiento del Régimen de Inversión","Objeto de Cumplimiento del Régimen de Inversión",supporting-control-record,No,"Monitorea o resguarda información auxiliar de control para trazabilidad de auditoría.",Yes,Yes,Yes,Yes,Yes,LINK_EXISTING,validated
RAIA-SD-130,"Medición de Desempeño","Objeto de Medición de Desempeño",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-131,"Gestión de Límites y Exposición","Objeto de Gestión de Límites y Exposición",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-132,"Riesgo de Mercado","Objeto de Riesgo de Mercado",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-133,"Riesgo de Crédito de Inversiones","Objeto de Riesgo de Crédito de Inversiones",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-134,"Atribución de Rendimientos","Objeto de Atribución de Rendimientos",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-135,"Retiro de Ahorro Voluntario","Objeto de Retiro de Ahorro Voluntario",primary-control-record,Yes,"Administra una transacción u objeto lógico de negocio crítico con estados definidos por ley.",Yes,Yes,Yes,Yes,Yes,CREATE,validated
RAIA-SD-136,"Retiro Parcial por Desempleo","Objeto de Retiro Parcial por Desempleo",primary-control-record,Yes,"Administra una transacción u objeto lógico de negocio crítico con estados definidos por ley.",Yes,Yes,Yes,Yes,Yes,CREATE,validated
RAIA-SD-137,"Ayuda para Gastos de Matrimonio","Objeto de Ayuda para Gastos de Matrimonio",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-138,"Retiros Parciales Especiales","Objeto de Retiros Parciales Especiales",primary-control-record,Yes,"Administra una transacción u objeto lógico de negocio crítico con estados definidos por ley.",Yes,Yes,Yes,Yes,Yes,CREATE,validated
RAIA-SD-139,"Validación de Elegibilidad de Retiro","Objeto de Validación de Elegibilidad de Retiro",primary-control-record,Yes,"Administra una transacción u objeto lógico de negocio crítico con estados definidos por ley.",Yes,Yes,Yes,Yes,Yes,CREATE,validated
RAIA-SD-140,"Reintegro de Semanas o Recursos","Objeto de Reintegro de Semanas o Recursos",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-141,"Coordinación de Elegibilidad Pensionaria","Objeto de Coordinación de Elegibilidad Pensionaria",primary-control-record,Yes,"Administra una transacción u objeto lógico de negocio crítico con estados definidos por ley.",Yes,Yes,Yes,Yes,Yes,CREATE,validated
RAIA-SD-142,"Elección de Régimen Pensionario","Objeto de Elección de Régimen Pensionario",primary-control-record,Yes,"Administra una transacción u objeto lógico de negocio crítico con estados definidos por ley.",Yes,Yes,Yes,Yes,Yes,CREATE,validated
RAIA-SD-143,"Resolución de Pensión","Objeto de Resolución de Pensión",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-144,"Retiro Programado","Objeto de Retiro Programado",primary-control-record,Yes,"Administra una transacción u objeto lógico de negocio crítico con estados definidos por ley.",Yes,Yes,Yes,Yes,Yes,CREATE,validated
RAIA-SD-145,"Transferencia a Renta Vitalicia","Objeto de Transferencia a Renta Vitalicia",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-146,"Pensión Garantizada","Objeto de Pensión Garantizada",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-147,"Disposición Total de Recursos","Objeto de Disposición Total de Recursos",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-148,"Recuperación de Recursos de Vivienda","Objeto de Recuperación de Recursos de Vivienda",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-149,"Seguimiento de Pago Pensionario","Objeto de Seguimiento de Pago Pensionario",primary-control-record,Yes,"Administra una transacción u objeto lógico de negocio crítico con estados definidos por ley.",Yes,Yes,Yes,Yes,Yes,CREATE,validated
RAIA-SD-150,"Notificación de Fallecimiento","Objeto de Notificación de Fallecimiento",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-151,"Validación de Beneficiarios","Objeto de Validación de Beneficiarios",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-152,"Prestaciones de Sobrevivencia","Objeto de Prestaciones de Sobrevivencia",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-153,"Distribución de Recursos a Beneficiarios","Objeto de Distribución de Recursos a Beneficiarios",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-154,"Gestión de Recursos No Reclamados","Objeto de Gestión de Recursos No Reclamados",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-155,"Resolución de Derechos de Beneficiarios","Objeto de Resolución de Derechos de Beneficiarios",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-156,"Identificación de Cuentas Elegibles","Objeto de Identificación de Cuentas Elegibles",primary-control-record,Yes,"Administra una transacción u objeto lógico de negocio crítico con estados definidos por ley.",Yes,Yes,Yes,Yes,Yes,CREATE,validated
RAIA-SD-157,"Transferencia de Recursos al Fondo","Objeto de Transferencia de Recursos al Fondo",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-158,"Coordinación de Complemento Pensionario","Objeto de Coordinación de Complemento Pensionario",primary-control-record,Yes,"Administra una transacción u objeto lógico de negocio crítico con estados definidos por ley.",Yes,Yes,Yes,Yes,Yes,CREATE,validated
RAIA-SD-159,"Reintegro de Recursos","Objeto de Reintegro de Recursos",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-160,"Trazabilidad de Derechos","Objeto de Trazabilidad de Derechos",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-161,"Conciliación con el Fondo","Objeto de Conciliación con el Fondo",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-162,"Atención Omnicanal","Objeto de Atención Omnicanal",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-163,"Autoservicio Digital","Objeto de Autoservicio Digital",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-164,"Aplicación Móvil","Objeto de Aplicación Móvil",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-165,"Portal Web","Objeto de Portal Web",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-166,"Centro de Contacto","Objeto de Centro de Contacto",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-167,"Atención en Sucursal","Objeto de Atención en Sucursal",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-168,"Correspondencia","Objeto de Correspondencia",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-169,"Notificaciones","Objeto de Notificaciones",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-170,"Gestión de Acceso a Canales","Objeto de Gestión de Acceso a Canales",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-171,"Historial de Interacciones","Objeto de Historial de Interacciones",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-172,"Gestión de Solicitudes de Servicio","Objeto de Gestión de Solicitudes de Servicio",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-173,"Gestión de Casos","Objeto de Gestión de Casos",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-174,"Gestión de Aclaraciones","Objeto de Gestión de Aclaraciones",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-175,"Gestión de Quejas","Objeto de Gestión de Quejas",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-176,"Coordinación con UNE","Objeto de Coordinación con UNE",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-177,"Interacción con CONDUSEF","Objeto de Interacción con CONDUSEF",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-178,"Gestión de Niveles de Servicio","Objeto de Gestión de Niveles de Servicio",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-179,"Análisis de Causa Raíz","Objeto de Análisis de Causa Raíz",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-180,"Seguimiento de Compromisos","Objeto de Seguimiento de Compromisos",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-181,"Educación Financiera y Previsional","Objeto de Educación Financiera y Previsional",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-182,"Gobierno de Publicidad","Objeto de Gobierno de Publicidad",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-183,"Gestión de Asesores Previsionales","Objeto de Gestión de Asesores Previsionales",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-184,"Gestión de Campañas","Objeto de Gestión de Campañas",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-185,"Gestión de Prospectos","Objeto de Gestión de Prospectos",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-186,"Conocimiento del Trabajador","Objeto de Conocimiento del Trabajador",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-187,"Medición de Satisfacción","Objeto de Medición de Satisfacción",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-188,"Gestión de Retroalimentación","Objeto de Gestión de Retroalimentación",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-189,"Comparación de Servicios y Rendimientos","Objeto de Comparación de Servicios y Rendimientos",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-190,"Base de Datos Nacional SAR","Objeto de Base de Datos Nacional SAR",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-191,"Registro Maestro de Cuentas","Objeto de Registro Maestro de Cuentas",primary-control-record,Yes,"Administra una transacción u objeto lógico de negocio crítico con estados definidos por ley.",Yes,Yes,Yes,Yes,Yes,CREATE,validated
RAIA-SD-192,"Registro Maestro de Trabajadores","Objeto de Registro Maestro de Trabajadores",primary-control-record,Yes,"Administra una transacción u objeto lógico de negocio crítico con estados definidos por ley.",Yes,Yes,Yes,Yes,Yes,CREATE,validated
RAIA-SD-193,"Registro Maestro de Participantes","Objeto de Registro Maestro de Participantes",primary-control-record,Yes,"Administra una transacción u objeto lógico de negocio crítico con estados definidos por ley.",Yes,Yes,Yes,Yes,Yes,CREATE,validated
RAIA-SD-194,"Datos de Referencia de Industria","Objeto de Datos de Referencia de Industria",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-195,"Calidad de Datos de Industria","Objeto de Calidad de Datos de Industria",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-196,"Calendario Operativo","Objeto de Calendario Operativo",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-197,"Catálogos de Industria","Objeto de Catálogos de Industria",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-198,"Orquestación Central de Procesos","Objeto de Orquestación Central de Procesos",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-199,"Intercambio de Información Regulatoria","Objeto de Intercambio de Información Regulatoria",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-200,"Coordinación de Transferencias de Recursos","Objeto de Coordinación de Transferencias de Recursos",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-201,"Compensación entre Participantes","Objeto de Compensación entre Participantes",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-202,"Hub de Eventos y Notificaciones","Objeto de Hub de Eventos y Notificaciones",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-203,"Validación de Identidad de Industria","Objeto de Validación de Identidad de Industria",primary-control-record,Yes,"Administra una transacción u objeto lógico de negocio crítico con estados definidos por ley.",Yes,Yes,Yes,Yes,Yes,CREATE,validated
RAIA-SD-204,"Validación Biométrica de Industria","Objeto de Validación Biométrica de Industria",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-205,"Gestión de Folios y Acuses","Objeto de Gestión de Folios y Acuses",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-206,"Monitoreo de Procesos de Industria","Objeto de Monitoreo de Procesos de Industria",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-207,"Integración con IMSS","Objeto de Integración con IMSS",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-208,"Integración con ISSSTE","Objeto de Integración con ISSSTE",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-209,"Integración con INFONAVIT","Objeto de Integración con INFONAVIT",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-210,"Integración con FOVISSSTE","Objeto de Integración con FOVISSSTE",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-211,"Integración con Instituciones Bancarias","Objeto de Integración con Instituciones Bancarias",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-212,"Integración con Aseguradoras","Objeto de Integración con Aseguradoras",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-213,"Integración con Custodios y Mercados","Objeto de Integración con Custodios y Mercados",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-214,"Integración con Autoridades Fiscales","Objeto de Integración con Autoridades Fiscales",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-215,"Integración con Entidades Recaudadoras","Objeto de Integración con Entidades Recaudadoras",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-216,"Gobierno de Datos","Objeto de Gobierno de Datos",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-217,"Metadatos y Linaje","Objeto de Metadatos y Linaje",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-218,"Calidad de Datos Empresarial","Objeto de Calidad de Datos Empresarial",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-219,"Privacidad y Protección de Datos","Objeto de Privacidad y Protección de Datos",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-220,"Gestión de Identidades y Accesos","Objeto de Gestión de Identidades y Accesos",primary-control-record,Yes,"Administra una transacción u objeto lógico de negocio crítico con estados definidos por ley.",Yes,Yes,Yes,Yes,Yes,CREATE,validated
RAIA-SD-221,"Criptografía y Gestión de Secretos","Objeto de Criptografía y Gestión de Secretos",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-222,"Inteligencia de Amenazas","Objeto de Inteligencia de Amenazas",analytical-capability,No,"Genera resúmenes ejecutivos e inteligencia de negocio a partir de datos transaccionales.",No,Yes,Yes,Yes,Yes,MARK_ANALYTICAL,validated
RAIA-SD-223,"Desarrollo Seguro","Objeto de Desarrollo Seguro",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-224,"Gestión de Vulnerabilidades","Objeto de Gestión de Vulnerabilidades",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-225,"Operaciones de Tecnología","Objeto de Operaciones de Tecnología",primary-control-record,Yes,"Administra una transacción u objeto lógico de negocio crítico con estados definidos por ley.",Yes,Yes,Yes,Yes,Yes,CREATE,validated
RAIA-SD-226,"Ingeniería de Plataformas","Objeto de Ingeniería de Plataformas",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-227,"Gestión de APIs","Objeto de Gestión de APIs",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-228,"Plataforma de Eventos","Objeto de Plataforma de Eventos",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-229,"Plataforma de Integración","Objeto de Plataforma de Integración",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
RAIA-SD-230,"Observabilidad","Objeto de Observabilidad",stateless-capability,No,"El Service Domain ejecuta validaciones o consultas operativas sin persistir un ciclo de vida propio.",No,Yes,Yes,Yes,Yes,MARK_STATELESS,validated
