Service Domain ID,Business Area,Business Domain,Name,Landscape Layer,Capability Type,Focus Object,Accountable Participant,Applicable Regimes,Regulatory Criticality,Regulatory Sources,Articles,Coverage Status,Semantic Status,Recommended Action,Proposed Replacement or Split,Reviewer
RAIA-SD-091,Recaudación y Aportaciones,Recaudación Obligatoria,Recaudación de Aportaciones Gubernamentales,industry-value-stream,regulated-core,Objeto de Recaudación de Aportaciones Gubernamentales,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-092,Recaudación y Aportaciones,Recaudación Obligatoria,Registro de Aportaciones de Vivienda,industry-value-stream,regulated-core,Objeto de Registro de Aportaciones de Vivienda,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-093,Recaudación y Aportaciones,Recaudación Obligatoria,Cuota Social,industry-value-stream,regulated-core,Objeto de Cuota Social,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-094,Recaudación y Aportaciones,Recaudación Obligatoria,Gestión de Aportaciones Omitidas,industry-value-stream,regulated-core,Objeto de Gestión de Aportaciones Omitidas,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-095,Recaudación y Aportaciones,Recaudación Obligatoria,Gestión de Morosidad de Aportaciones,industry-value-stream,regulated-core,Objeto de Gestión de Morosidad de Aportaciones,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-096,Recaudación y Aportaciones,Ahorro Voluntario,Aportaciones Voluntarias,industry-value-stream,regulated-core,Objeto de Aportaciones Voluntarias,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-097,Recaudación y Aportaciones,Ahorro Voluntario,Aportaciones Complementarias,industry-value-stream,regulated-core,Objeto de Aportaciones Complementarias,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-098,Recaudación y Aportaciones,Ahorro Voluntario,Ahorro de Largo Plazo,industry-value-stream,regulated-core,Objeto de Ahorro de Largo Plazo,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-099,Recaudación y Aportaciones,Ahorro Voluntario,Ahorro Solidario,industry-value-stream,regulated-core,Objeto de Ahorro Solidario,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-100,Recaudación y Aportaciones,Ahorro Voluntario,Aportaciones de Trabajadores Independientes,industry-value-stream,regulated-core,Objeto de Aportaciones de Trabajadores Independientes,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-101,Recaudación y Aportaciones,Ahorro Voluntario,Aportaciones Voluntarias vía Nómina,industry-value-stream,regulated-core,Objeto de Aportaciones Voluntarias vía Nómina,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-102,Recaudación y Aportaciones,Ahorro Voluntario,Domiciliación de Ahorro Voluntario,industry-value-stream,regulated-core,Objeto de Domiciliación de Ahorro Voluntario,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-103,Recaudación y Aportaciones,Individualización y Conciliación,Individualización de Aportaciones,industry-value-stream,regulated-core,Objeto de Individualización de Aportaciones,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-104,Recaudación y Aportaciones,Individualización y Conciliación,Resolución de Pagos No Identificados,industry-value-stream,regulated-core,Objeto de Resolución de Pagos No Identificados,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-105,Recaudación y Aportaciones,Individualización y Conciliación,Conciliación de Recaudación,industry-value-stream,regulated-core,Objeto de Conciliación de Recaudación,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-106,Recaudación y Aportaciones,Individualización y Conciliación,Corrección de Aportaciones,industry-value-stream,regulated-core,Objeto de Corrección de Aportaciones,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-107,Recaudación y Aportaciones,Individualización y Conciliación,Transferencia de Aportaciones,industry-value-stream,regulated-core,Objeto de Transferencia de Aportaciones,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-108,Recaudación y Aportaciones,Individualización y Conciliación,Devolución de Aportaciones,industry-value-stream,regulated-core,Objeto de Devolución de Aportaciones,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-109,Recaudación y Aportaciones,Individualización y Conciliación,Aclaración de Diferencias de Recaudación,industry-value-stream,regulated-core,Objeto de Aclaración de Diferencias de Recaudación,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-110,Inversión y SIEFORE,Diseño y Asignación de Fondos,Asignación a SIEFORE Generacional,industry-value-stream,regulated-core,Objeto de Asignación a SIEFORE Generacional,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-111,Inversión y SIEFORE,Diseño y Asignación de Fondos,Estrategia de Inversión,industry-value-stream,regulated-core,Objeto de Estrategia de Inversión,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-112,Inversión y SIEFORE,Diseño y Asignación de Fondos,Construcción de Portafolio,industry-value-stream,regulated-core,Objeto de Construcción de Portafolio,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,high,N/A,N/A,reviewed,aligned,ENRICH,N/A,source-verified
RAIA-SD-113,Inversión y SIEFORE,Diseño y Asignación de Fondos,Gestión de Mandatos de Inversión,industry-value-stream,regulated-core,Objeto de Gestión de Mandatos de Inversión,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-114,Inversión y SIEFORE,Diseño y Asignación de Fondos,Gestión de Benchmark,industry-value-stream,regulated-core,Objeto de Gestión de Benchmark,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-115,Inversión y SIEFORE,Diseño y Asignación de Fondos,Gestión de Clases de Activos,industry-value-stream,regulated-core,Objeto de Gestión de Clases de Activos,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-116,Inversión y SIEFORE,Diseño y Asignación de Fondos,Diseño de Portafolio Objetivo,industry-value-stream,regulated-core,Objeto de Diseño de Portafolio Objetivo,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-117,Inversión y SIEFORE,Operación de Inversiones,Ejecución de Operaciones,industry-value-stream,regulated-core,Objeto de Ejecución de Operaciones,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-118,Inversión y SIEFORE,Operación de Inversiones,Custodia de Valores,industry-value-stream,regulated-core,Objeto de Custodia de Valores,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-119,Inversión y SIEFORE,Operación de Inversiones,Liquidación de Operaciones,industry-value-stream,regulated-core,Objeto de Liquidación de Operaciones,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-120,Inversión y SIEFORE,Operación de Inversiones,Acciones Corporativas,industry-value-stream,regulated-core,Objeto de Acciones Corporativas,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-121,Inversión y SIEFORE,Operación de Inversiones,Administración de Derivados,industry-value-stream,regulated-core,Objeto de Administración de Derivados,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-122,Inversión y SIEFORE,Operación de Inversiones,Gestión de Liquidez,industry-value-stream,regulated-core,Objeto de Gestión de Liquidez,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-123,Inversión y SIEFORE,Operación de Inversiones,Préstamo de Valores,industry-value-stream,regulated-core,Objeto de Préstamo de Valores,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-124,Inversión y SIEFORE,Operación de Inversiones,Gestión de Contrapartes,industry-value-stream,regulated-core,Objeto de Gestión de Contrapartes,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-125,Inversión y SIEFORE,Operación de Inversiones,Gestión de Instrucciones de Inversión,industry-value-stream,regulated-core,Objeto de Gestión de Instrucciones de Inversión,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-126,Inversión y SIEFORE,"Valuación, Riesgo y Desempeño",Valuación de Instrumentos,industry-value-stream,regulated-core,Objeto de Valuación de Instrumentos,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-127,Inversión y SIEFORE,"Valuación, Riesgo y Desempeño",Valuación de Portafolio,industry-value-stream,regulated-core,Objeto de Valuación de Portafolio,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-128,Inversión y SIEFORE,"Valuación, Riesgo y Desempeño",Riesgo de Inversión,industry-value-stream,regulated-core,Objeto de Riesgo de Inversión,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-129,Inversión y SIEFORE,"Valuación, Riesgo y Desempeño",Cumplimiento del Régimen de Inversión,industry-value-stream,regulated-core,Objeto de Cumplimiento del Régimen de Inversión,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,RAIA-REG-CONSAR-FI,Art. 45,unmapped,proposed,KEEP,N/A,source-verified
RAIA-SD-130,Inversión y SIEFORE,"Valuación, Riesgo y Desempeño",Medición de Desempeño,industry-value-stream,regulated-core,Objeto de Medición de Desempeño,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-131,Inversión y SIEFORE,"Valuación, Riesgo y Desempeño",Gestión de Límites y Exposición,industry-value-stream,regulated-core,Objeto de Gestión de Límites y Exposición,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-132,Inversión y SIEFORE,"Valuación, Riesgo y Desempeño",Riesgo de Mercado,industry-value-stream,regulated-core,Objeto de Riesgo de Mercado,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-133,Inversión y SIEFORE,"Valuación, Riesgo y Desempeño",Riesgo de Crédito de Inversiones,industry-value-stream,regulated-core,Objeto de Riesgo de Crédito de Inversiones,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-134,Inversión y SIEFORE,"Valuación, Riesgo y Desempeño",Atribución de Rendimientos,industry-value-stream,regulated-core,Objeto de Atribución de Rendimientos,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-135,"Retiros, Prestaciones y Pensiones","Retiros, Parciales",Retiro de Ahorro Voluntario,industry-value-stream,regulated-core,Objeto de Retiro de Ahorro Voluntario,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-136,"Retiros, Prestaciones y Pensiones","Retiros, Parciales",Retiro Parcial por Desempleo,industry-value-stream,regulated-core,Objeto de Retiro Parcial por Desempleo,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-137,"Retiros, Prestaciones y Pensiones","Retiros, Parciales",Ayuda para Gastos de Matrimonio,industry-value-stream,regulated-core,Objeto de Ayuda para Gastos de Matrimonio,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-138,"Retiros, Prestaciones y Pensiones","Retiros, Parciales",Retiros Parciales Especiales,industry-value-stream,regulated-core,Objeto de Retiros Parciales Especiales,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-139,"Retiros, Prestaciones y Pensiones","Retiros, Parciales",Validación de Elegibilidad de Retiro,industry-value-stream,regulated-core,Objeto de Validación de Elegibilidad de Retiro,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-140,"Retiros, Prestaciones y Pensiones","Retiros, Parciales",Reintegro de Semanas o Recursos,industry-value-stream,regulated-core,Objeto de Reintegro de Semanas o Recursos,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-141,"Retiros, Prestaciones y Pensiones",Pensión y Disposición Total,Coordinación de Elegibilidad Pensionaria,industry-value-stream,regulated-core,Objeto de Coordinación de Elegibilidad Pensionaria,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-142,"Retiros, Prestaciones y Pensiones",Pensión y Disposición Total,Elección de Régimen Pensionario,industry-value-stream,regulated-core,Objeto de Elección de Régimen Pensionario,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-143,"Retiros, Prestaciones y Pensiones",Pensión y Disposición Total,Resolución de Pensión,industry-value-stream,regulated-core,Objeto de Resolución de Pensión,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-144,"Retiros, Prestaciones y Pensiones",Pensión y Disposición Total,Retiro Programado,industry-value-stream,regulated-core,Objeto de Retiro Programado,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-145,"Retiros, Prestaciones y Pensiones",Pensión y Disposición Total,Transferencia a Renta Vitalicia,industry-value-stream,regulated-core,Objeto de Transferencia a Renta Vitalicia,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-146,"Retiros, Prestaciones y Pensiones",Pensión y Disposición Total,Pensión Garantizada,industry-value-stream,regulated-core,Objeto de Pensión Garantizada,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-147,"Retiros, Prestaciones y Pensiones",Pensión y Disposición Total,Disposición Total de Recursos,industry-value-stream,regulated-core,Objeto de Disposición Total de Recursos,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-148,"Retiros, Prestaciones y Pensiones",Pensión y Disposición Total,Recuperación de Recursos de Vivienda,industry-value-stream,regulated-core,Objeto de Recuperación de Recursos de Vivienda,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-149,"Retiros, Prestaciones y Pensiones",Pensión y Disposición Total,Seguimiento de Pago Pensionario,industry-value-stream,regulated-core,Objeto de Seguimiento de Pago Pensionario,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-150,"Retiros, Prestaciones y Pensiones",Fallecimiento y Beneficiarios,Notificación de Fallecimiento,industry-value-stream,regulated-core,Objeto de Notificación de Fallecimiento,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-151,"Retiros, Prestaciones y Pensiones",Fallecimiento y Beneficiarios,Validación de Beneficiarios,industry-value-stream,regulated-core,Objeto de Validación de Beneficiarios,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-152,"Retiros, Prestaciones y Pensiones",Fallecimiento y Beneficiarios,Prestaciones de Sobrevivencia,industry-value-stream,regulated-core,Objeto de Prestaciones de Sobrevivencia,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-153,"Retiros, Prestaciones y Pensiones",Fallecimiento y Beneficiarios,Distribución de Recursos a Beneficiarios,industry-value-stream,regulated-core,Objeto de Distribución de Recursos a Beneficiarios,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-154,"Retiros, Prestaciones y Pensiones",Fallecimiento y Beneficiarios,Gestión de Recursos No Reclamados,industry-value-stream,regulated-core,Objeto de Gestión de Recursos No Reclamados,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,high,RAIA-REG-LSS;RAIA-REG-LISSSTE;RAIA-REG-FPB-RULES,Art. 302;Art. 251;Regla 4,reviewed,aligned,KEEP,N/A,source-verified
RAIA-SD-155,"Retiros, Prestaciones y Pensiones",Fallecimiento y Beneficiarios,Resolución de Derechos de Beneficiarios,industry-value-stream,regulated-core,Objeto de Resolución de Derechos de Beneficiarios,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-156,"Retiros, Prestaciones y Pensiones",Fondo de Pensiones para el Bienestar,Identificación de Cuentas Elegibles,industry-value-stream,regulated-core,Objeto de Identificación de Cuentas Elegibles,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-157,"Retiros, Prestaciones y Pensiones",Fondo de Pensiones para el Bienestar,Transferencia de Recursos al Fondo,industry-value-stream,regulated-core,Objeto de Transferencia de Recursos al Fondo,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-158,"Retiros, Prestaciones y Pensiones",Fondo de Pensiones para el Bienestar,Coordinación de Complemento Pensionario,industry-value-stream,regulated-core,Objeto de Coordinación de Complemento Pensionario,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-159,"Retiros, Prestaciones y Pensiones",Fondo de Pensiones para el Bienestar,Reintegro de Recursos,industry-value-stream,regulated-core,Objeto de Reintegro de Recursos,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-160,"Retiros, Prestaciones y Pensiones",Fondo de Pensiones para el Bienestar,Trazabilidad de Derechos,industry-value-stream,regulated-core,Objeto de Trazabilidad de Derechos,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-161,"Retiros, Prestaciones y Pensiones",Fondo de Pensiones para el Bienestar,Conciliación con el Fondo,industry-value-stream,regulated-core,Objeto de Conciliación con el Fondo,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-162,"Servicio, Canales y Experiencia",Omnicanalidad,Atención Omnicanal,industry-value-stream,regulated-core,Objeto de Atención Omnicanal,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-163,"Servicio, Canales y Experiencia",Omnicanalidad,Autoservicio Digital,industry-value-stream,regulated-core,Objeto de Autoservicio Digital,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-164,"Servicio, Canales y Experiencia",Omnicanalidad,Aplicación Móvil,industry-value-stream,regulated-core,Objeto de Aplicación Móvil,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-165,"Servicio, Canales y Experiencia",Omnicanalidad,Portal Web,industry-value-stream,regulated-core,Objeto de Portal Web,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-166,"Servicio, Canales y Experiencia",Omnicanalidad,Centro de Contacto,industry-value-stream,regulated-core,Objeto de Centro de Contacto,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-167,"Servicio, Canales y Experiencia",Omnicanalidad,Atención en Sucursal,industry-value-stream,regulated-core,Objeto de Atención en Sucursal,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-168,"Servicio, Canales y Experiencia",Omnicanalidad,Correspondencia,industry-value-stream,regulated-core,Objeto de Correspondencia,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-169,"Servicio, Canales y Experiencia",Omnicanalidad,Notificaciones,industry-value-stream,regulated-core,Objeto de Notificaciones,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-170,"Servicio, Canales y Experiencia",Omnicanalidad,Gestión de Acceso a Canales,industry-value-stream,regulated-core,Objeto de Gestión de Acceso a Canales,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-171,"Servicio, Canales y Experiencia",Omnicanalidad,Historial de Interacciones,industry-value-stream,regulated-core,Objeto de Historial de Interacciones,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-172,"Servicio, Canales y Experiencia","Solicitudes, Casos y Reclamaciones",Gestión de Solicitudes de Servicio,industry-value-stream,regulated-core,Objeto de Gestión de Solicitudes de Servicio,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-173,"Servicio, Canales y Experiencia","Solicitudes, Casos y Reclamaciones",Gestión de Casos,industry-value-stream,regulated-core,Objeto de Gestión de Casos,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-174,"Servicio, Canales y Experiencia","Solicitudes, Casos y Reclamaciones",Gestión de Aclaraciones,industry-value-stream,regulated-core,Objeto de Gestión de Aclaraciones,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-175,"Servicio, Canales y Experiencia","Solicitudes, Casos y Reclamaciones",Gestión de Quejas,industry-value-stream,regulated-core,Objeto de Gestión de Quejas,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-176,"Servicio, Canales y Experiencia","Solicitudes, Casos y Reclamaciones",Coordinación con UNE,industry-value-stream,regulated-core,Objeto de Coordinación con UNE,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-177,"Servicio, Canales y Experiencia","Solicitudes, Casos y Reclamaciones",Interacción con CONDUSEF,industry-value-stream,regulated-core,Objeto de Interacción con CONDUSEF,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-178,"Servicio, Canales y Experiencia","Solicitudes, Casos y Reclamaciones",Gestión de Niveles de Servicio,industry-value-stream,regulated-core,Objeto de Gestión de Niveles de Servicio,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-179,"Servicio, Canales y Experiencia","Solicitudes, Casos y Reclamaciones",Análisis de Causa Raíz,industry-value-stream,regulated-core,Objeto de Análisis de Causa Raíz,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
RAIA-SD-180,"Servicio, Canales y Experiencia","Solicitudes, Casos y Reclamaciones",Seguimiento de Compromisos,industry-value-stream,regulated-core,Objeto de Seguimiento de Compromisos,ACT-AFORE;ACT-OPERATOR,LSS97;ISSSTE2007,medium,N/A,N/A,unmapped,proposed,ENRICH,N/A,source-verified
